Fecha;Cliente;Autor;Tweet
2021-10-14 18:24:38;Twitter Web App;JavierApophis;RT: 🔴Increible!! ✔�?Amazing!! Imagenes donde se observa claramente la fluidez y velocidad de la lava. #ElVolcanDeLaPalma #LaPalma #LaPalmaEruption #CumbreVieja #Volcano #ErupcionLaPalma #VolcanLaPalma https://t.co/tVNEysKYfV
2021-10-14 18:24:12;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:23:56;Twitter for iPhone;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:23:51;Twitter for Android;RTVCes;RT: 🔴#erupcionLaPalma | Imagenes de las 14:15 grabadas por @Involcan en las que se registra el desborde de la colada de lava en el cono principal del #volcan en #LaPalma https://t.co/nJ1bnfQyUs
2021-10-14 18:23:37;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:23:35;Twitter for Android;InfoMeteoTuit;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma https://t.co/Kbj7BTXfFX
2021-10-14 18:23:08;Twitter for Android;guardiacivil;RT: En el operativo de servicio de #ErupcionLaPalma los companeros del #SEPRONA continuan poniendo a salvo a los animales domesticos de las zonas de exclusion. Los mas valientes se han adaptado a las circunstancias y han encontrado cobijo en los lugares mas imprevisibles. https://t.co/B9VXpybDfE
2021-10-14 18:22:48;Twitter for iPhone;InfoMeteoTuit;Temblores cada vez mas superficiales y alcanzando la M 3. Este a una profundidad de tan solo 4km. #ErupcionLaPalma #LaPalma #VolcanLaPalma https://t.co/Kbj7BTXfFX
2021-10-14 18:22:18;Twitter for Android;saraylapalma;RT: #URGENTE Enviar un privado a https://t.co/RucE3M1McM Y RT POR FAVOR �? #AnimalesLaPalma #rescateanimalesdelvolcan #LaPalma #erupcionlapalma #VolcanLaPalma #Solidaridad #perros #gatos #Dog #Cat #acogida #emergencialapalma #Canarias #canaryisland #isladelapalma #IslasCanarias https://t.co/nFEh8tSaSV
2021-10-14 18:22:17;Twitter for Android;VolcansCanarias;RT: ¿Sabias que el color de las columnas de gases nos pueden dar informacion de su origen? Te ayudamos a interpretarlos en esta infografia. @112canarias @CabLaPalma @Marianohzapata #ErupcionLaPalma #VigilanciaLaPalma #volcanesdecanarias https://t.co/4Vd09RbVkO
2021-10-14 18:22:13;Twitter for Android;AnselmoPestana;RT: Esta tarde ha atracado en el #PuertodeTazacorte el barco Tommaso S que contribuira a llevar agua para riego en la zona de la Costa del Valle de Aridane. Puesto a disposicion por el @mitecogob, la embarcacion se suma al operativo de dos desaladoras de Puerto Naos. #ErupcionLaPalma https://t.co/dud8775btD
2021-10-14 18:22:08;WordPress.com;lapalma_INFO;Desde Pets @pets_aid os mandamos todo nuestro apoyo y fuerza con el #rescateanimalesdelvolcan y nos ofrecemos para ayudar en lo que buenamente podamos. #volcanCumbreVieja #VolcandeLaPalma #ErupcionLaPalma #lapalma https://t.co/jEgyIA9vGc
2021-10-14 18:22:07;WordPress.com;lastnewsESP;Desde Pets @pets_aid os mandamos todo nuestro apoyo y fuerza con el #rescateanimalesdelvolcan y nos ofrecemos para ayudar en lo que buenamente podamos. #volcanCumbreVieja #VolcandeLaPalma #ErupcionLaPalma #lapalma https://t.co/4Gwqxgmjpm
